0,0.24805393258426967
1,8.237611940298507
2,0.25387304507819686
3,0.7233551769331585
4,0.8556899224806201
5,18.397333333333332
6,3.2852380952380953
7,0.6649638554216868
8,0.24805393258426967
9,18.397333333333332
10,0.6788683886838869
11,2.44212389380531
12,0.25387304507819686
13,0.2663706563706564
14,0.05602679930971475
15,0.24628290941543954
16,2.44212389380531
17,0.24805393258426967
18,0.683915737298637
19,2.7874747474747474
20,0.27214990138067063
21,0.05602679930971475
22,0.8637245696400626
23,0.21686444007858546
24,0.05576639385672426
